date,price_band,zip_code,mls_listings,mls_contracts,od_listings,od_contracts,od_home_visits
2017-08-27 0:00:00,<$200K,A,444,16,57,3,567
2017-08-27 0:00:00,<$200K,B,222,14,29,1,284
2017-08-27 0:00:00,<$200K,C,89,4,11,1,113
2017-08-27 0:00:00,<$200K,D,133,6,17,1,170
2017-08-28 0:00:00,<$200K,A,437,20,56,3,556
2017-08-28 0:00:00,<$200K,B,218,17,28,2,278
2017-08-28 0:00:00,<$200K,C,87,5,11,1,111
2017-08-28 0:00:00,<$200K,D,131,7,17,1,167
2017-08-29 0:00:00,<$200K,A,443,19,57,3,565
2017-08-29 0:00:00,<$200K,B,222,16,29,1,283
2017-08-29 0:00:00,<$200K,C,89,5,11,1,113
2017-08-29 0:00:00,<$200K,D,133,7,17,1,170
2017-08-30 0:00:00,<$200K,A,443,15,58,2,569
2017-08-30 0:00:00,<$200K,B,221,13,29,1,285
2017-08-30 0:00:00,<$200K,C,89,4,12,0,114
2017-08-30 0:00:00,<$200K,D,133,6,17,1,171
2017-08-31 0:00:00,<$200K,A,448,21,58,3,574
2017-08-31 0:00:00,<$200K,B,224,19,29,2,287
2017-08-31 0:00:00,<$200K,C,90,5,12,1,115
2017-08-31 0:00:00,<$200K,D,134,8,17,1,172
2017-09-01 0:00:00,<$200K,A,467,18,61,3,602
2017-09-01 0:00:00,<$200K,B,233,15,31,1,301
2017-09-01 0:00:00,<$200K,C,93,4,12,1,120
2017-09-01 0:00:00,<$200K,D,140,7,18,1,181
2017-09-02 0:00:00,<$200K,A,459,14,60,2,592
2017-09-02 0:00:00,<$200K,B,229,12,30,1,296
2017-09-02 0:00:00,<$200K,C,92,3,12,0,118
2017-09-02 0:00:00,<$200K,D,138,5,18,1,177
2017-09-03 0:00:00,<$200K,A,448,13,59,2,581
2017-09-03 0:00:00,<$200K,B,224,12,30,1,290
2017-09-03 0:00:00,<$200K,C,90,3,12,0,116
2017-09-03 0:00:00,<$200K,D,134,5,18,1,174
2017-09-04 0:00:00,<$200K,A,442,13,59,2,575
2017-09-04 0:00:00,<$200K,B,221,12,29,1,288
2017-09-04 0:00:00,<$200K,C,88,3,12,0,115
2017-09-04 0:00:00,<$200K,D,133,5,18,1,173
2017-09-05 0:00:00,<$200K,A,440,19,58,3,569
2017-09-05 0:00:00,<$200K,B,220,17,29,1,285
2017-09-05 0:00:00,<$200K,C,88,5,12,1,114
2017-09-05 0:00:00,<$200K,D,132,7,17,1,171
2017-09-06 0:00:00,<$200K,A,435,18,58,3,568
2017-09-06 0:00:00,<$200K,B,217,16,29,1,284
2017-09-06 0:00:00,<$200K,C,87,5,12,1,114
2017-09-06 0:00:00,<$200K,D,130,7,17,1,170
2017-09-07 0:00:00,<$200K,A,455,12,61,2,597
2017-09-07 0:00:00,<$200K,B,228,10,31,1,298
2017-09-07 0:00:00,<$200K,C,91,3,12,0,119
2017-09-07 0:00:00,<$200K,D,137,4,18,0,179
2017-09-08 0:00:00,<$200K,A,475,15,64,2,625
2017-09-08 0:00:00,<$200K,B,237,13,32,1,313
2017-09-08 0:00:00,<$200K,C,95,4,13,0,125
2017-09-08 0:00:00,<$200K,D,142,6,19,1,188
2017-09-09 0:00:00,<$200K,A,474,13,64,2,624
2017-09-09 0:00:00,<$200K,B,237,12,32,1,312
2017-09-09 0:00:00,<$200K,C,95,3,13,0,125
2017-09-09 0:00:00,<$200K,D,142,5,19,1,187
2017-09-10 0:00:00,<$200K,A,462,14,63,2,609
2017-09-10 0:00:00,<$200K,B,231,12,31,1,304
2017-09-10 0:00:00,<$200K,C,92,4,13,0,122
2017-09-10 0:00:00,<$200K,D,139,5,19,1,183
2017-09-11 0:00:00,<$200K,A,459,19,63,3,608
2017-09-11 0:00:00,<$200K,B,230,16,31,1,304
2017-09-11 0:00:00,<$200K,C,92,5,13,1,122
2017-09-11 0:00:00,<$200K,D,138,7,19,1,182
2017-09-12 0:00:00,<$200K,A,459,19,63,3,607
2017-09-12 0:00:00,<$200K,B,230,16,31,1,303
2017-09-12 0:00:00,<$200K,C,92,5,13,1,121
2017-09-12 0:00:00,<$200K,D,138,7,19,1,182
2017-09-13 0:00:00,<$200K,A,462,20,64,3,616
2017-09-13 0:00:00,<$200K,B,231,18,32,2,308
2017-09-13 0:00:00,<$200K,C,92,5,13,1,123
2017-09-13 0:00:00,<$200K,D,138,8,19,1,185
2017-09-14 0:00:00,<$200K,A,476,15,66,2,634
2017-09-14 0:00:00,<$200K,B,238,13,33,1,317
2017-09-14 0:00:00,<$200K,C,95,4,13,0,127
2017-09-14 0:00:00,<$200K,D,143,6,20,1,190
2017-09-15 0:00:00,<$200K,A,482,21,67,3,643
2017-09-15 0:00:00,<$200K,B,241,18,33,2,321
2017-09-15 0:00:00,<$200K,C,96,5,13,1,129
2017-09-15 0:00:00,<$200K,D,144,8,20,1,193
2017-09-16 0:00:00,<$200K,A,486,10,68,2,651
2017-09-16 0:00:00,<$200K,B,243,9,34,1,326
2017-09-16 0:00:00,<$200K,C,97,3,14,0,130
2017-09-16 0:00:00,<$200K,D,146,4,20,0,195
2017-09-17 0:00:00,<$200K,A,476,12,67,2,641
2017-09-17 0:00:00,<$200K,B,238,11,33,1,320
2017-09-17 0:00:00,<$200K,C,95,3,13,0,128
2017-09-17 0:00:00,<$200K,D,143,5,20,0,192
2017-09-18 0:00:00,<$200K,A,471,18,66,3,635
2017-09-18 0:00:00,<$200K,B,235,16,33,1,317
2017-09-18 0:00:00,<$200K,C,94,5,13,1,127
2017-09-18 0:00:00,<$200K,D,141,7,20,1,190
2017-09-19 0:00:00,<$200K,A,465,22,66,3,629
2017-09-19 0:00:00,<$200K,B,233,19,33,2,315
2017-09-19 0:00:00,<$200K,C,93,6,13,1,126
2017-09-19 0:00:00,<$200K,D,140,8,20,1,189
2017-09-20 0:00:00,<$200K,A,460,20,65,3,623
2017-09-20 0:00:00,<$200K,B,230,18,33,2,312
2017-09-20 0:00:00,<$200K,C,92,5,13,1,125
2017-09-20 0:00:00,<$200K,D,138,8,20,1,187
2017-09-21 0:00:00,<$200K,A,471,15,67,2,637
2017-09-21 0:00:00,<$200K,B,235,13,33,1,318
2017-09-21 0:00:00,<$200K,C,94,4,13,0,127
2017-09-21 0:00:00,<$200K,D,141,6,20,1,191
2017-09-22 0:00:00,<$200K,A,471,24,67,4,640
2017-09-22 0:00:00,<$200K,B,235,21,34,2,320
2017-09-22 0:00:00,<$200K,C,94,6,13,1,128
2017-09-22 0:00:00,<$200K,D,141,9,20,1,192
2017-09-23 0:00:00,<$200K,A,475,10,68,2,644
2017-09-23 0:00:00,<$200K,B,238,8,34,1,322
2017-09-23 0:00:00,<$200K,C,95,2,14,0,129
2017-09-23 0:00:00,<$200K,D,143,4,20,0,193
2017-09-24 0:00:00,<$200K,A,473,10,68,2,643
2017-09-24 0:00:00,<$200K,B,236,9,34,1,322
2017-09-24 0:00:00,<$200K,C,95,3,14,0,129
2017-09-24 0:00:00,<$200K,D,142,4,20,0,193
2017-09-25 0:00:00,<$200K,A,474,19,68,3,647
2017-09-25 0:00:00,<$200K,B,237,17,34,1,323
2017-09-25 0:00:00,<$200K,C,95,5,14,1,129
2017-09-25 0:00:00,<$200K,D,142,7,20,1,194
2017-09-26 0:00:00,<$200K,A,476,15,69,2,651
2017-09-26 0:00:00,<$200K,B,238,13,34,1,325
2017-09-26 0:00:00,<$200K,C,95,4,14,0,130
2017-09-26 0:00:00,<$200K,D,143,6,21,1,195
2017-09-27 0:00:00,<$200K,A,473,17,69,3,650
2017-09-27 0:00:00,<$200K,B,236,15,34,1,325
2017-09-27 0:00:00,<$200K,C,95,4,14,1,130
2017-09-27 0:00:00,<$200K,D,142,6,21,1,195
2017-09-28 0:00:00,<$200K,A,493,16,72,3,677
2017-09-28 0:00:00,<$200K,B,247,14,36,1,338
2017-09-28 0:00:00,<$200K,C,99,4,14,1,135
2017-09-28 0:00:00,<$200K,D,148,6,21,1,203
2017-09-29 0:00:00,<$200K,A,502,14,73,2,690
2017-09-29 0:00:00,<$200K,B,251,12,37,1,345
2017-09-29 0:00:00,<$200K,C,100,4,15,0,138
2017-09-29 0:00:00,<$200K,D,151,5,22,1,207
2017-09-30 0:00:00,<$200K,A,499,11,73,2,689
2017-09-30 0:00:00,<$200K,B,250,9,37,1,345
2017-09-30 0:00:00,<$200K,C,100,3,15,0,138
2017-09-30 0:00:00,<$200K,D,150,4,22,0,207
2017-10-01 0:00:00,<$200K,A,487,17,72,3,674
2017-10-01 0:00:00,<$200K,B,243,15,36,1,337
2017-10-01 0:00:00,<$200K,C,97,4,14,1,135
2017-10-01 0:00:00,<$200K,D,146,6,21,1,202
2017-10-02 0:00:00,<$200K,A,489,20,72,3,677
2017-10-02 0:00:00,<$200K,B,245,18,36,2,339
2017-10-02 0:00:00,<$200K,C,98,5,14,1,135
2017-10-02 0:00:00,<$200K,D,147,8,22,1,203
2017-10-03 0:00:00,<$200K,A,485,20,72,3,676
2017-10-03 0:00:00,<$200K,B,243,18,36,2,338
2017-10-03 0:00:00,<$200K,C,97,5,14,1,135
2017-10-03 0:00:00,<$200K,D,146,8,22,1,203
2017-10-04 0:00:00,<$200K,A,488,16,73,3,680
2017-10-04 0:00:00,<$200K,B,244,14,36,1,340
2017-10-04 0:00:00,<$200K,C,98,4,15,1,136
2017-10-04 0:00:00,<$200K,D,146,6,22,1,204
2017-10-05 0:00:00,<$200K,A,498,16,75,3,698
2017-10-05 0:00:00,<$200K,B,249,14,37,1,349
2017-10-05 0:00:00,<$200K,C,100,4,15,1,140
2017-10-05 0:00:00,<$200K,D,149,6,22,1,209
2017-10-06 0:00:00,<$200K,A,510,15,77,3,715
2017-10-06 0:00:00,<$200K,B,255,13,38,1,358
2017-10-06 0:00:00,<$200K,C,102,4,15,1,143
2017-10-06 0:00:00,<$200K,D,153,6,23,1,215
2017-10-07 0:00:00,<$200K,A,511,14,77,2,714
2017-10-07 0:00:00,<$200K,B,256,13,38,1,357
2017-10-07 0:00:00,<$200K,C,102,4,15,0,143
2017-10-07 0:00:00,<$200K,D,153,5,23,1,214
2017-10-08 0:00:00,<$200K,A,508,11,77,2,713
2017-10-08 0:00:00,<$200K,B,254,9,38,1,356
2017-10-08 0:00:00,<$200K,C,102,3,15,0,143
2017-10-08 0:00:00,<$200K,D,152,4,23,0,214
2017-10-09 0:00:00,<$200K,A,511,14,77,2,716
2017-10-09 0:00:00,<$200K,B,256,12,39,1,358
2017-10-09 0:00:00,<$200K,C,102,4,15,0,143
2017-10-09 0:00:00,<$200K,D,153,5,23,1,215
2017-10-10 0:00:00,<$200K,A,510,19,78,3,720
2017-10-10 0:00:00,<$200K,B,255,17,39,2,360
2017-10-10 0:00:00,<$200K,C,102,5,16,1,144
2017-10-10 0:00:00,<$200K,D,153,7,23,1,216
2017-10-11 0:00:00,<$200K,A,514,18,78,3,723
2017-10-11 0:00:00,<$200K,B,257,15,39,1,362
2017-10-11 0:00:00,<$200K,C,103,4,16,1,145
2017-10-11 0:00:00,<$200K,D,154,7,23,1,217
2017-10-12 0:00:00,<$200K,A,514,21,79,3,727
2017-10-12 0:00:00,<$200K,B,257,18,39,2,363
2017-10-12 0:00:00,<$200K,C,103,5,16,1,145
2017-10-12 0:00:00,<$200K,D,154,8,24,1,218
2017-10-13 0:00:00,<$200K,A,526,15,81,3,744
2017-10-13 0:00:00,<$200K,B,263,13,40,1,372
2017-10-13 0:00:00,<$200K,C,105,4,16,1,149
2017-10-13 0:00:00,<$200K,D,158,6,24,1,223
2017-10-14 0:00:00,<$200K,A,522,14,81,2,743
2017-10-14 0:00:00,<$200K,B,261,12,40,1,371
2017-10-14 0:00:00,<$200K,C,104,4,16,0,149
2017-10-14 0:00:00,<$200K,D,156,5,24,1,223
2017-10-15 0:00:00,<$200K,A,512,12,79,2,728
2017-10-15 0:00:00,<$200K,B,256,11,40,1,364
2017-10-15 0:00:00,<$200K,C,102,3,16,0,146
2017-10-15 0:00:00,<$200K,D,153,5,24,1,218
2017-10-16 0:00:00,<$200K,A,511,19,79,3,727
2017-10-16 0:00:00,<$200K,B,256,16,40,2,363
2017-10-16 0:00:00,<$200K,C,102,5,16,1,145
2017-10-16 0:00:00,<$200K,D,153,7,24,1,218
2017-10-17 0:00:00,<$200K,A,507,20,79,3,725
2017-10-17 0:00:00,<$200K,B,253,18,40,2,363
2017-10-17 0:00:00,<$200K,C,101,5,16,1,145
2017-10-17 0:00:00,<$200K,D,152,8,24,1,218
2017-10-18 0:00:00,<$200K,A,512,15,80,3,733
2017-10-18 0:00:00,<$200K,B,256,13,40,1,367
2017-10-18 0:00:00,<$200K,C,102,4,16,1,147
2017-10-18 0:00:00,<$200K,D,153,6,24,1,220
2017-10-19 0:00:00,<$200K,A,518,17,81,3,741
2017-10-19 0:00:00,<$200K,B,259,15,41,1,371
2017-10-19 0:00:00,<$200K,C,104,4,16,1,148
2017-10-19 0:00:00,<$200K,D,155,6,24,1,222
2017-10-20 0:00:00,<$200K,A,526,17,83,3,754
2017-10-20 0:00:00,<$200K,B,263,15,41,1,377
2017-10-20 0:00:00,<$200K,C,105,4,17,1,151
2017-10-20 0:00:00,<$200K,D,158,6,25,1,226
2017-10-21 0:00:00,<$200K,A,530,8,84,1,762
2017-10-21 0:00:00,<$200K,B,265,7,42,1,381
2017-10-21 0:00:00,<$200K,C,106,2,17,0,152
2017-10-21 0:00:00,<$200K,D,159,3,25,0,228
2017-10-22 0:00:00,<$200K,A,522,13,83,2,751
2017-10-22 0:00:00,<$200K,B,261,12,41,1,376
2017-10-22 0:00:00,<$200K,C,104,3,17,0,150
2017-10-22 0:00:00,<$200K,D,157,5,25,1,225
2017-10-23 0:00:00,<$200K,A,509,22,81,4,737
2017-10-23 0:00:00,<$200K,B,254,20,41,2,368
2017-10-23 0:00:00,<$200K,C,102,6,16,1,147
2017-10-23 0:00:00,<$200K,D,153,8,24,1,221
2017-10-24 0:00:00,<$200K,A,505,20,81,3,731
2017-10-24 0:00:00,<$200K,B,253,18,40,2,365
2017-10-24 0:00:00,<$200K,C,101,5,16,1,146
2017-10-24 0:00:00,<$200K,D,152,8,24,1,219
2017-10-25 0:00:00,<$200K,A,513,13,82,2,743
2017-10-25 0:00:00,<$200K,B,256,11,41,1,372
2017-10-25 0:00:00,<$200K,C,103,3,16,0,149
2017-10-25 0:00:00,<$200K,D,154,5,25,1,223
2017-10-26 0:00:00,<$200K,A,522,15,84,3,756
2017-10-26 0:00:00,<$200K,B,261,13,42,1,378
2017-10-26 0:00:00,<$200K,C,104,4,17,1,151
2017-10-26 0:00:00,<$200K,D,157,6,25,1,227
2017-10-27 0:00:00,<$200K,A,534,14,86,2,777
2017-10-27 0:00:00,<$200K,B,267,12,43,1,388
2017-10-27 0:00:00,<$200K,C,107,3,17,0,155
2017-10-27 0:00:00,<$200K,D,160,5,26,1,233
2017-10-28 0:00:00,<$200K,A,532,11,86,2,776
2017-10-28 0:00:00,<$200K,B,266,10,43,1,388
2017-10-28 0:00:00,<$200K,C,106,3,17,0,155
2017-10-28 0:00:00,<$200K,D,159,4,26,1,233
2017-10-29 0:00:00,<$200K,A,519,13,84,2,756
2017-10-29 0:00:00,<$200K,B,259,12,42,1,378
2017-10-29 0:00:00,<$200K,C,104,3,17,0,151
2017-10-29 0:00:00,<$200K,D,156,5,25,1,227
2017-10-30 0:00:00,<$200K,A,505,24,82,4,737
2017-10-30 0:00:00,<$200K,B,252,21,41,2,369
2017-10-30 0:00:00,<$200K,C,101,6,16,1,147
2017-10-30 0:00:00,<$200K,D,151,9,25,1,221
2017-10-31 0:00:00,<$200K,A,490,17,80,3,718
2017-10-31 0:00:00,<$200K,B,245,15,40,2,359
2017-10-31 0:00:00,<$200K,C,98,4,16,1,144
2017-10-31 0:00:00,<$200K,D,147,6,24,1,215
2017-11-01 0:00:00,<$200K,A,497,17,81,3,726
2017-11-01 0:00:00,<$200K,B,248,15,41,2,363
2017-11-01 0:00:00,<$200K,C,99,4,16,1,145
2017-11-01 0:00:00,<$200K,D,149,6,24,1,218
2017-11-02 0:00:00,<$200K,A,513,13,84,2,751
2017-11-02 0:00:00,<$200K,B,256,11,42,1,376
2017-11-02 0:00:00,<$200K,C,103,3,17,0,150
2017-11-02 0:00:00,<$200K,D,154,5,25,1,225
2017-11-03 0:00:00,<$200K,A,520,17,86,3,763
2017-11-03 0:00:00,<$200K,B,260,15,43,2,382
2017-11-03 0:00:00,<$200K,C,104,4,17,1,153
2017-11-03 0:00:00,<$200K,D,156,6,26,1,229
2017-11-04 0:00:00,<$200K,A,521,10,86,2,767
2017-11-04 0:00:00,<$200K,B,260,8,43,1,383
2017-11-04 0:00:00,<$200K,C,104,2,17,0,153
2017-11-04 0:00:00,<$200K,D,156,4,26,0,230
2017-11-05 0:00:00,<$200K,A,515,10,86,2,761
2017-11-05 0:00:00,<$200K,B,257,9,43,1,380
2017-11-05 0:00:00,<$200K,C,103,3,17,0,152
2017-11-05 0:00:00,<$200K,D,154,4,26,0,228
2017-11-06 0:00:00,<$200K,A,502,26,84,5,742
2017-11-06 0:00:00,<$200K,B,251,23,42,2,371
2017-11-06 0:00:00,<$200K,C,100,7,17,1,148
2017-11-06 0:00:00,<$200K,D,150,10,25,1,222
2017-11-07 0:00:00,<$200K,A,495,18,83,3,732
2017-11-07 0:00:00,<$200K,B,248,16,41,2,366
2017-11-07 0:00:00,<$200K,C,99,5,17,1,146
2017-11-07 0:00:00,<$200K,D,149,7,25,1,219
2017-11-08 0:00:00,<$200K,A,496,19,83,3,735
2017-11-08 0:00:00,<$200K,B,248,16,42,2,367
2017-11-08 0:00:00,<$200K,C,99,5,17,1,147
2017-11-08 0:00:00,<$200K,D,149,7,25,1,220
2017-11-09 0:00:00,<$200K,A,507,16,85,3,751
2017-11-09 0:00:00,<$200K,B,253,14,43,2,376
2017-11-09 0:00:00,<$200K,C,101,4,17,1,150
2017-11-09 0:00:00,<$200K,D,152,6,26,1,225
2017-11-10 0:00:00,<$200K,A,515,14,87,3,768
2017-11-10 0:00:00,<$200K,B,258,13,44,1,384
2017-11-10 0:00:00,<$200K,C,103,4,17,1,154
2017-11-10 0:00:00,<$200K,D,155,5,26,1,230
2017-11-11 0:00:00,<$200K,A,515,13,87,3,766
2017-11-11 0:00:00,<$200K,B,258,12,44,1,383
2017-11-11 0:00:00,<$200K,C,103,3,17,1,153
2017-11-11 0:00:00,<$200K,D,155,5,26,1,230
2017-11-12 0:00:00,<$200K,A,504,15,86,3,752
2017-11-12 0:00:00,<$200K,B,252,13,43,1,376
2017-11-12 0:00:00,<$200K,C,101,4,17,1,150
2017-11-12 0:00:00,<$200K,D,151,6,26,1,225
2017-11-13 0:00:00,<$200K,A,506,19,86,3,755
2017-11-13 0:00:00,<$200K,B,253,16,43,2,377
2017-11-13 0:00:00,<$200K,C,101,5,17,1,151
2017-11-13 0:00:00,<$200K,D,152,7,26,1,226
2017-11-14 0:00:00,<$200K,A,505,17,86,3,754
2017-11-14 0:00:00,<$200K,B,253,15,43,2,377
2017-11-14 0:00:00,<$200K,C,101,4,17,1,151
2017-11-14 0:00:00,<$200K,D,152,6,26,1,226
2017-11-15 0:00:00,<$200K,A,507,20,87,4,761
2017-11-15 0:00:00,<$200K,B,253,17,44,2,381
2017-11-15 0:00:00,<$200K,C,101,5,17,1,152
2017-11-15 0:00:00,<$200K,D,152,7,26,1,228
2017-11-16 0:00:00,<$200K,A,517,17,89,3,777
2017-11-16 0:00:00,<$200K,B,259,15,45,2,389
2017-11-16 0:00:00,<$200K,C,103,4,18,1,155
2017-11-16 0:00:00,<$200K,D,155,6,27,1,233
2017-11-17 0:00:00,<$200K,A,520,20,90,4,780
2017-11-17 0:00:00,<$200K,B,260,18,45,2,390
2017-11-17 0:00:00,<$200K,C,104,5,18,1,156
2017-11-17 0:00:00,<$200K,D,156,8,27,1,234
2017-11-18 0:00:00,<$200K,A,516,11,89,2,775
2017-11-18 0:00:00,<$200K,B,258,9,45,1,387
2017-11-18 0:00:00,<$200K,C,103,3,18,0,155
2017-11-18 0:00:00,<$200K,D,155,4,27,1,232
2017-11-19 0:00:00,<$200K,A,507,13,88,2,765
2017-11-19 0:00:00,<$200K,B,254,11,44,1,382
2017-11-19 0:00:00,<$200K,C,101,3,18,0,153
2017-11-19 0:00:00,<$200K,D,152,5,26,1,229
2017-11-20 0:00:00,<$200K,A,498,19,87,4,750
2017-11-20 0:00:00,<$200K,B,249,16,43,2,375
2017-11-20 0:00:00,<$200K,C,100,5,17,1,150
2017-11-20 0:00:00,<$200K,D,149,7,26,1,225
2017-11-21 0:00:00,<$200K,A,486,24,85,4,736
2017-11-21 0:00:00,<$200K,B,243,21,43,2,368
2017-11-21 0:00:00,<$200K,C,97,6,17,1,147
2017-11-21 0:00:00,<$200K,D,146,9,26,1,221
2017-11-22 0:00:00,<$200K,A,480,15,84,3,726
2017-11-22 0:00:00,<$200K,B,240,13,42,1,363
2017-11-22 0:00:00,<$200K,C,96,4,17,1,145
2017-11-22 0:00:00,<$200K,D,144,6,25,1,218
2017-11-23 0:00:00,<$200K,A,480,3,84,1,725
2017-11-23 0:00:00,<$200K,B,240,2,42,0,362
2017-11-23 0:00:00,<$200K,C,96,1,17,0,145
2017-11-23 0:00:00,<$200K,D,144,1,25,0,217
2017-11-24 0:00:00,<$200K,A,485,9,86,2,736
2017-11-24 0:00:00,<$200K,B,243,8,43,1,368
2017-11-24 0:00:00,<$200K,C,97,2,17,0,147
2017-11-24 0:00:00,<$200K,D,146,3,26,0,221
2017-11-25 0:00:00,<$200K,A,480,7,85,2,727
2017-11-25 0:00:00,<$200K,B,240,6,42,1,363
2017-11-25 0:00:00,<$200K,C,96,2,17,0,145
2017-11-25 0:00:00,<$200K,D,144,3,25,0,218
2017-11-26 0:00:00,<$200K,A,468,12,83,2,712
2017-11-26 0:00:00,<$200K,B,234,10,42,1,356
2017-11-26 0:00:00,<$200K,C,94,3,17,0,142
2017-11-26 0:00:00,<$200K,D,140,4,25,1,214
2017-11-27 0:00:00,<$200K,A,466,14,83,3,711
2017-11-27 0:00:00,<$200K,B,233,13,42,1,356
2017-11-27 0:00:00,<$200K,C,93,4,17,1,142
2017-11-27 0:00:00,<$200K,D,140,5,25,1,213
2017-11-28 0:00:00,<$200K,A,466,13,83,3,710
2017-11-28 0:00:00,<$200K,B,233,12,42,1,355
2017-11-28 0:00:00,<$200K,C,93,3,17,1,142
2017-11-28 0:00:00,<$200K,D,140,5,25,1,213
2017-11-29 0:00:00,<$200K,A,467,15,84,3,713
2017-11-29 0:00:00,<$200K,B,234,13,42,1,356
2017-11-29 0:00:00,<$200K,C,93,4,17,1,143
2017-11-29 0:00:00,<$200K,D,140,6,25,1,214
2017-11-30 0:00:00,<$200K,A,464,14,83,3,707
2017-11-30 0:00:00,<$200K,B,232,13,42,1,354
2017-11-30 0:00:00,<$200K,C,93,4,17,1,141
2017-11-30 0:00:00,<$200K,D,139,5,25,1,212
2017-12-01 0:00:00,<$200K,A,478,15,86,3,732
2017-12-01 0:00:00,<$200K,B,239,13,43,1,366
2017-12-01 0:00:00,<$200K,C,96,4,17,1,146
2017-12-01 0:00:00,<$200K,D,143,6,26,1,219
2017-12-02 0:00:00,<$200K,A,471,9,85,2,722
2017-12-02 0:00:00,<$200K,B,236,8,43,1,361
2017-12-02 0:00:00,<$200K,C,94,2,17,0,144
2017-12-02 0:00:00,<$200K,D,141,3,26,0,216
2017-12-03 0:00:00,<$200K,A,470,10,85,2,721
2017-12-03 0:00:00,<$200K,B,235,8,43,1,360
2017-12-03 0:00:00,<$200K,C,94,2,17,0,144
2017-12-03 0:00:00,<$200K,D,141,4,26,1,216
2017-12-04 0:00:00,<$200K,A,462,18,84,3,711
2017-12-04 0:00:00,<$200K,B,231,15,42,2,355
2017-12-04 0:00:00,<$200K,C,92,4,17,1,142
2017-12-04 0:00:00,<$200K,D,139,7,25,1,213
2017-12-05 0:00:00,<$200K,A,456,17,83,3,701
2017-12-05 0:00:00,<$200K,B,228,15,42,2,351
2017-12-05 0:00:00,<$200K,C,91,4,17,1,140
2017-12-05 0:00:00,<$200K,D,137,6,25,1,210
2017-12-06 0:00:00,<$200K,A,453,14,83,3,696
2017-12-06 0:00:00,<$200K,B,226,13,41,1,348
2017-12-06 0:00:00,<$200K,C,91,4,17,1,139
2017-12-06 0:00:00,<$200K,D,136,5,25,1,209
2017-12-07 0:00:00,<$200K,A,457,14,84,3,703
2017-12-07 0:00:00,<$200K,B,229,13,42,1,351
2017-12-07 0:00:00,<$200K,C,91,4,17,1,141
2017-12-07 0:00:00,<$200K,D,137,5,25,1,211
2017-12-08 0:00:00,<$200K,A,463,15,85,3,714
2017-12-08 0:00:00,<$200K,B,231,13,43,1,357
2017-12-08 0:00:00,<$200K,C,93,4,17,1,143
2017-12-08 0:00:00,<$200K,D,139,6,26,1,214
2017-12-09 0:00:00,<$200K,A,465,10,86,2,717
2017-12-09 0:00:00,<$200K,B,232,8,43,1,359
2017-12-09 0:00:00,<$200K,C,93,2,17,0,143
2017-12-09 0:00:00,<$200K,D,139,4,26,1,215
2017-12-10 0:00:00,<$200K,A,457,9,85,2,708
2017-12-10 0:00:00,<$200K,B,229,8,42,1,354
2017-12-10 0:00:00,<$200K,C,91,2,17,0,142
2017-12-10 0:00:00,<$200K,D,137,3,25,0,212
2017-12-11 0:00:00,<$200K,A,444,24,82,5,685
2017-12-11 0:00:00,<$200K,B,222,21,41,2,343
2017-12-11 0:00:00,<$200K,C,89,6,16,1,137
2017-12-11 0:00:00,<$200K,D,133,9,25,1,206
2017-12-12 0:00:00,<$200K,A,444,10,83,2,688
2017-12-12 0:00:00,<$200K,B,222,9,41,1,344
2017-12-12 0:00:00,<$200K,C,89,3,17,0,138
2017-12-12 0:00:00,<$200K,D,133,4,25,1,206
2017-12-13 0:00:00,<$200K,A,443,14,83,3,687
2017-12-13 0:00:00,<$200K,B,222,12,41,1,344
2017-12-13 0:00:00,<$200K,C,89,4,17,1,137
2017-12-13 0:00:00,<$200K,D,133,5,25,1,206
2017-12-14 0:00:00,<$200K,A,453,11,85,2,702
2017-12-14 0:00:00,<$200K,B,226,9,42,1,351
2017-12-14 0:00:00,<$200K,C,91,3,17,0,140
2017-12-14 0:00:00,<$200K,D,136,4,25,1,211
2017-12-15 0:00:00,<$200K,A,455,12,86,2,709
2017-12-15 0:00:00,<$200K,B,228,10,43,1,355
2017-12-15 0:00:00,<$200K,C,91,3,17,0,142
2017-12-15 0:00:00,<$200K,D,137,4,26,1,213
2017-12-16 0:00:00,<$200K,A,448,12,84,2,696
2017-12-16 0:00:00,<$200K,B,224,11,42,1,348
2017-12-16 0:00:00,<$200K,C,90,3,17,0,139
2017-12-16 0:00:00,<$200K,D,134,5,25,1,209
2017-12-17 0:00:00,<$200K,A,444,9,84,2,690
2017-12-17 0:00:00,<$200K,B,222,8,42,1,345
2017-12-17 0:00:00,<$200K,C,89,2,17,0,138
2017-12-17 0:00:00,<$200K,D,133,3,25,0,207
2017-12-18 0:00:00,<$200K,A,436,17,83,4,681
2017-12-18 0:00:00,<$200K,B,218,15,41,2,340
2017-12-18 0:00:00,<$200K,C,87,4,17,1,136
2017-12-18 0:00:00,<$200K,D,131,6,25,1,204
2017-12-19 0:00:00,<$200K,A,427,14,81,3,667
2017-12-19 0:00:00,<$200K,B,214,13,41,1,334
2017-12-19 0:00:00,<$200K,C,85,4,16,1,133
2017-12-19 0:00:00,<$200K,D,128,5,24,1,200
2017-12-20 0:00:00,<$200K,A,421,13,80,3,658
2017-12-20 0:00:00,<$200K,B,211,12,40,1,329
2017-12-20 0:00:00,<$200K,C,84,3,16,1,132
2017-12-20 0:00:00,<$200K,D,126,5,24,1,197
2017-12-21 0:00:00,<$200K,A,421,12,81,2,661
